MAL_ID,Name,Score,Genres,English name,Type,Episodes,Aired,Status,Premiered,Producers,Licensors,Studios,Source,Rating,Ranked,Popularity
28621,Subete ga F ni Naru,7.27,"Sci-Fi, Mystery, Psychological",The Perfect Insider,TV,11,"Oct 9, 2015 to Dec 18, 2015",Completed,Fall 2015,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Kansai Telecasting",Sentai Filmworks,A-1 Pictures,Novel,R - 17+ (violence & profanity),2463,1070
28623,Koutetsujou no Kabaneri,7.26,"Action, Horror, Supernatural, Drama, Fantasy",Kabaneri of the Iron Fortress,TV,12,"Apr 8, 2016 to Jul 1, 2016",Completed,Spring 2016,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Kansai Telecasting","Funimation, Crunchyroll",Wit Studio,Original,R - 17+ (violence & profanity),2532,181
28625,Shisha no Teikoku,6.91,"Sci-Fi, Historical, Psychological",The Empire of Corpses,Movie,1,2-Oct-15,Incomplete,Unknown,Unknown,Funimation,Wit Studio,Novel,R - 17+ (violence & profanity),3972,1901
28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,5.75,Action,Unknown,ONA,2,14-Nov-14,Incomplete,Unknown,Unknown,Unknown,"Khara, CyberConnect2",Unknown,G - All Ages,8990,12448
28637,Dreams,4.29,Dementia,Unknown,Movie,1,2011,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,R+ - Mild Nudity,10981,10717
28639,Futon,5.17,"Music, Dementia",Unknown,Movie,1,2012,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,G - All Ages,10359,11330
28641,Great Rabbit,4.46,Psychological,The Great Rabbit,Movie,1,2012,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,G - All Ages,10914,10967
28645,Haru no Shikumi,4.53,Dementia,The Mechanism of Spring,Movie,1,2010,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,G - All Ages,10920,10838
28655,PiKA PiKA,5.12,Unknown,Unknown,Movie,1,2006,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,G - All Ages,10476,12206
28657,Red Colored Bridge,3.72,"Dementia, Psychological",Unknown,Movie,1,2012,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,R+ - Mild Nudity,11024,10718
28665,Nenga no Kizuna,5.79,Slice of Life,Unknown,ONA,1,24-Nov-14,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,8883,12979
28669,Go! Princess Precure,7.7,"Action, Slice of Life, Comedy, Magic, Fantasy, School, Shoujo",Unknown,TV,50,"Feb 1, 2015 to Jan 31, 2016",Completed,Winter 2015,Unknown,Unknown,Toei Animation,Original,G - All Ages,1032,4479
28673,Duan Nao,6.52,"Thriller, Mystery, Sci-Fi",Die Now,ONA,16,"Nov 28, 2014 to Jul 31, 2015",Completed,Unknown,Yaoqi,Unknown,Haoliners Animation League,Web manga,R - 17+ (violence & profanity),5775,6350
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,8.2,"Fantasy, Slice of Life, Supernatural",Beyond the Boundary:I'll Be Here - Future,Movie,1,25-Apr-15,Incomplete,Unknown,Shochiku,Sentai Filmworks,Kyoto Animation,Light novel,PG-13 - Teens 13 or older,313,795
28677,Yamada-kun to 7-nin no Majo (TV),7.65,"Harem, Mystery, Comedy, Supernatural, Romance, School, Shounen",Yamada-kun and the Seven Witches,TV,12,"Apr 12, 2015 to Jun 28, 2015",Completed,Spring 2015,"Dentsu, Frontier Works, Kodansha, Rakuonsha, Ultra Super Pictures, Memory-Tech, Daiichikosho, Lawson HMV Entertainment, Amuse, Animatic, A-Sketch","Funimation, Crunchyroll",LIDENFILMS,Manga,PG-13 - Teens 13 or older,1164,199
28683,One Piece: Episode of Alabasta - Prologue,7.23,"Action, Adventure, Fantasy, Shounen",Unknown,OVA,1,3-Mar-07,Incomplete,Unknown,Unknown,Unknown,Toei Animation,Manga,PG-13 - Teens 13 or older,2626,4763
28685,Tough Guy!,5.55,"Action, Comedy",Tough Guy!,Movie,1,3-Jun-05,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,G - All Ages,9553,13379
28687,Poker,5.19,Music,Unknown,Music,1,2014,Incomplete,Unknown,Mirai Film,Unknown,Unknown,Unknown,G - All Ages,10348,11375
28691,Kemurigusa Monogatari,5.08,Comedy,A Story of Cigarettes,Movie,1,1926,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,G - All Ages,10521,11225
28695,Nonsense Monogatari Dai Ippen: Sarugashima,5.35,Adventure,"Nonsense Story, Volume 1:Monkey Island",Movie,1,10-Feb-31,Incomplete,Unknown,The National Film Center Japan,Unknown,Unknown,Original,G - All Ages,10030,11253
28701,Fate/stay night: Unlimited Blade Works 2nd Season,8.33,"Action, Fantasy, Magic, Supernatural",Fate/stay night [Unlimited Blade Works] Season 2,TV,13,"Apr 5, 2015 to Jun 28, 2015",Completed,Spring 2015,"Aniplex, Notes",Aniplex of America,ufotable,Visual novel,R - 17+ (violence & profanity),201,175
28713,Isuca: Gokuraku,6.3,"Comedy, Ecchi, Romance, Seinen, Supernatural",Unknown,OVA,1,26-Aug-15,Incomplete,Unknown,"DAX Production, MAGES.",Unknown,Arms,Manga,R+ - Mild Nudity,6894,3778
28715,Rusty Nail,6.17,"Action, Music, Sci-Fi",Unknown,Music,1,1999,Incomplete,Unknown,Warner Music Japan,Unknown,Unknown,Music,PG-13 - Teens 13 or older,7469,10329
28717,Luigi's Toy Adventure,5.42,Adventure,Unknown,ONA,1,2-Dec-14,Incomplete,Unknown,Bandai,Unknown,Unknown,Game,G - All Ages,9898,10029
28723,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,6.59,"Music, School, Shoujo",Unknown,Special,1,24-Nov-14,Incomplete,Unknown,TV Tokyo,Unknown,Sunrise,Unknown,PG - Children,5411,9625
28725,Kokoro ga Sakebitagatterunda.,7.96,"Drama, Romance, School",The Anthem of the Heart,Movie,1,19-Sep-15,Incomplete,Unknown,"Aniplex, Dentsu, Fuji TV, Lawson HMV Entertainment, Shogakukan",Aniplex of America,A-1 Pictures,Original,PG-13 - Teens 13 or older,584,621
28733,Ginga Tetsudou 999 (ONA),6.08,"Sci-Fi, Adventure, Space, Drama",Unknown,ONA,6,"Sep, 2002 to Jul, 2004",Completed,Unknown,Unknown,Unknown,Toei Animation,Unknown,G - All Ages,7898,10820
28735,Shouwa Genroku Rakugo Shinjuu,8.6,"Drama, Historical, Josei",Showa Genroku Rakugo Shinju,TV,13,"Jan 9, 2016 to Apr 2, 2016",Completed,Winter 2016,"Starchild Records, Mainichi Broadcasting System, Kodansha, DAX Production",Unknown,Studio Deen,Manga,PG-13 - Teens 13 or older,68,653
28755,Boruto: Naruto the Movie,7.5,"Action, Comedy, Martial Arts, Shounen, Super Power",Boruto:Naruto the Movie,Movie,1,7-Aug-15,Incomplete,Unknown,"Toho, Shueisha",VIZ Media,Studio Pierrot,Manga,PG-13 - Teens 13 or older,1573,433
28761,0:08,4.91,Dementia,Unknown,Movie,1,8-Jun-14,Incomplete,Unknown,Geidai Animation,Unknown,Unknown,Original,G - All Ages,10662,5632
28765,The Baby Birds of Norman McLaren,5.21,Music,Unknown,Movie,1,2014,Incomplete,Unknown,Mirai Film,Unknown,Unknown,Unknown,G - All Ages,10327,12345
28771,Yu☆Gi☆Oh! The Dark Side of Dimensions,7.45,"Game, Adventure, Shounen",Unknown,Movie,1,23-Apr-16,Incomplete,Unknown,"TV Tokyo, Nihon Ad Systems, Shueisha, Konami Digital Entertainment",Manga Entertainment,Gallop,Manga,PG - Children,1733,2206
28775,White Fantasy,5.68,"Fantasy, Sports",WHITE FANTASY,Special,1,5-Dec-14,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,9225,10179
28789,3-gatsu no Lion meets Bump of Chicken,7.05,"Music, Drama, Seinen",March comes in like a lion meets Bump of Chicken,Music,1,8-Dec-14,Incomplete,Unknown,Unknown,Unknown,Unknown,Manga,G - All Ages,3443,4663
28791,Gunslinger Stratos The Animation,6.09,"Action, Sci-Fi",Gunslinger Stratos:The Animation,TV,12,"Apr 4, 2015 to Jun 20, 2015",Completed,Spring 2015,"Aniplex, Square Enix, Nitroplus, ASCII Media Works, Tokyo MX, BS11",Aniplex of America,A-1 Pictures,Game,PG-13 - Teens 13 or older,7871,1885
28805,Bakemono no Ko,8.33,"Adventure, Supernatural",The Boy and the Beast,Movie,1,11-Jul-15,Incomplete,Unknown,"Dentsu, Yomiuri Telecasting, Kadokawa Shoten, Toho, Nippon Television Network, Arquebuse",Funimation,Studio Chizu,Original,PG-13 - Teens 13 or older,202,455
28809,Macross Fufonfia Specials,5.8,"Comedy, Parody",Unknown,Special,3,25-Dec-13,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,8859,10914
28811,Last Exile: Doyou no Asa,5.75,"Comedy, Parody, Sci-Fi",Unknown,Special,3,"Dec 17, 2011 to Jan 14, 2012",Completed,Unknown,I was a Ballerina,Unknown,Unknown,Unknown,G - All Ages,9015,10031
28813,Bamboo Blade: Fanfu-Fufe-Fo,5.62,"Comedy, Parody",Unknown,Special,2,"Apr 23, 2008 to Jun 25, 2008",Completed,Unknown,Unknown,Unknown,AIC ASTA,Unknown,G - All Ages,9349,10299
28815,Bamboo Blade: CM Fanfu-Fufe-Fo,5.76,"Comedy, Parody, Sci-Fi",Unknown,Special,24,"Jan, 2008 to Apr, 2008",Completed,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,8977,10554
28817,Mikagura Gakuen Kumikyoku (TV),6.71,"Action, Comedy, School, Shoujo Ai",Mikagura School Suite,TV,12,"Apr 7, 2015 to Jun 23, 2015",Completed,Spring 2015,"Media Factory, Movic, AT-X, Showgate",Funimation,Doga Kobo,Light novel,PG-13 - Teens 13 or older,4863,1712
28819,Okusama ga Seitokaichou!,6.66,"Comedy, Ecchi, Romance, School, Shounen",My Wife is the Student Council President!,TV,12,"Jul 2, 2015 to Sep 17, 2015",Completed,Summer 2015,"DAX Production, Dream Creation, Studio CHANT",Media Blasters,Seven,Manga,R+ - Mild Nudity,5087,676
28825,Himouto! Umaru-chan,7.17,"Comedy, School, Seinen, Slice of Life",Himouto! Umaru-chan,TV,12,"Jul 9, 2015 to Sep 24, 2015",Completed,Summer 2015,"AT-X, TOHO animation, Good Smile Company, Shueisha, BS11, Jinnan Studio, RAY",Sentai Filmworks,Doga Kobo,Manga,PG-13 - Teens 13 or older,2912,241
28827,Doubutsu Tonarigumi,5.4,"Kids, Comedy, Historical",The Animal Neighborhood Community,Movie,1,1941,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,G - All Ages,9933,13562
28831,Anomalies,4.58,Psychological,Unknown,Special,1,2013,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,G - All Ages,10890,11436
28833,Chain Chronicle: Haecceitas no Hikari,6.66,"Action, Adventure, Fantasy, Magic",Chain Chronicle:The Light of Haecceitas,TV,12,"Jan 8, 2017 to Mar 26, 2017",Completed,Winter 2017,"Bandai Visual, Sotsu, Sega, flying DOG, Slow Curve, Showgate, Sound Team Don Juan, Hakuhodo DY Music & Pictures, Sammy, Pazzy Entertainment, Akatsuki",Funimation,"Telecom Animation Film, Graphinica",Game,PG-13 - Teens 13 or older,5090,1506
28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,6.95,"Parody, School, Slice of Life",Unknown,TV,12,"Apr 5, 2015 to Jun 28, 2015",Completed,Spring 2015,"Bouncy, Just Production, JP Room",Unknown,Yaoyorozu,Original,PG-13 - Teens 13 or older,3797,7414
28841,"Wake Up, Girls! Seishun no Kage",7.15,"Drama, Music",Unknown,Movie,1,25-Sep-15,Incomplete,Unknown,"TV Tokyo, Tatsunoko Production, AT-X, Toho, Ultra Super Pictures, DIVE II Entertainment, Good Smile Company, Avex Pictures, Lawson HMV Entertainment, Hiroshi Planning",Unknown,"Ordet, Millepensee",Original,PG-13 - Teens 13 or older,2972,5346
28843,Watashi no Kao,4.13,"Dementia, Horror",Unknown,Movie,1,2005,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,PG-13 - Teens 13 or older,11004,9430
28851,Koe no Katachi,9,"Drama, School, Shounen",A Silent Voice,Movie,1,17-Sep-16,Incomplete,Unknown,"Shochiku, Pony Canyon, Kodansha, ABC Animation, Quaras","Eleven Arts, NYAV Post",Kyoto Animation,Manga,PG-13 - Teens 13 or older,11,28
28853,Pokemon: Pikachu to Pokemon Ongakutai,6.2,"Adventure, Kids, Fantasy",Pikachu and the Pokemon Music Squad,Movie,1,18-Jul-15,Incomplete,Unknown,Unknown,The Pokemon Company International,OLM,Game,PG - Children,7347,7058
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,6.44,"Slice of Life, Comedy, Shounen",Unknown,TV,12,"Apr 7, 2015 to Jun 23, 2015",Completed,Spring 2015,"DAX Production, Earth Star Entertainment",Unknown,Millepensee,Manga,PG-13 - Teens 13 or older,6252,4506
28869,Kaitou Joker 2nd Season,7.22,"Adventure, Comedy, Mystery, Shounen",JOKER 2nd Season,TV,13,"Apr 6, 2015 to Jun 29, 2015",Completed,Spring 2015,Asatsu DK,Unknown,Shin-Ei Animation,Manga,PG - Children,2682,6499
28881,New Initial D Movie: Legend 2 - Tousou,7.79,"Cars, Seinen, Sports",Initial D Legend 2 Racer,Movie,1,23-May-15,Incomplete,Unknown,"Shochiku, Kodansha, Ultra Super Pictures, Avex Pictures, Sammy",Sentai Filmworks,"SANZIGEN, LIDENFILMS",Manga,PG-13 - Teens 13 or older,832,3775
28883,Hidan no Aria AA,6.25,"Action, School, Shoujo Ai",Aria the Scarlet Ammo AA,TV,12,"Oct 6, 2015 to Dec 22, 2015",Completed,Fall 2015,"flying DOG, Fujishouji",Funimation,Doga Kobo,Manga,PG-13 - Teens 13 or older,7108,1646
28891,Haikyuu!! Second Season,8.73,"Comedy, Sports, Drama, School, Shounen",Haikyu!! 2nd Season,TV,25,"Oct 4, 2015 to Mar 27, 2016",Completed,Fall 2015,"TOHO animation, Shueisha",Sentai Filmworks,Production I.G,Manga,PG-13 - Teens 13 or older,38,94
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",7.74,"Action, Adventure, Fantasy, Military",GATE,TV,12,"Jul 4, 2015 to Sep 19, 2015",Completed,Summer 2015,"Genco, Magic Capsule, Warner Bros. Japan, KlockWorx, Showgate, Bandai Namco Games",Sentai Filmworks,A-1 Pictures,Light novel,R - 17+ (violence & profanity),933,177
28911,Hidamari Sketch Recap,6.33,"Slice of Life, Comedy, School",Unknown,Special,1,4-Jun-08,Incomplete,Unknown,"Aniplex, Lantis",Unknown,Shaft,4-koma manga,PG-13 - Teens 13 or older,6733,10109
28913,Hidamari Sketch x 365 Recap,6.18,"Slice of Life, Comedy, School",Unknown,Special,1,23-Dec-09,Incomplete,Unknown,"Aniplex, Lantis",Unknown,Shaft,4-koma manga,PG-13 - Teens 13 or older,7457,10419
28915,Hidamari Sketch x ☆☆☆ Recap,6.32,"Slice of Life, Comedy, School",Unknown,Special,1,26-Sep-12,Incomplete,Unknown,Aniplex,Unknown,Shaft,4-koma manga,PG-13 - Teens 13 or older,6769,10405
28921,Disney Tsum Tsum,6.03,Kids,Disney Tsum Tsum,TV,36,"Mar 22, 2015 to 2017",Completed,Unknown,Unknown,Unknown,Polygon Pictures,Game,PG - Children,8096,10891
28925,Youkai Watch: Best 10,5.89,"Kids, Comedy, Supernatural",Unknown,Special,1,19-Dec-14,Incomplete,Unknown,Unknown,Unknown,OLM,Unknown,G - All Ages,8568,11932
28927,Owari no Seraph: Nagoya Kessen-hen,7.64,"Action, Military, Supernatural, Drama, Vampire, Shounen",Seraph of the End:Battle in Nagoya,TV,12,"Oct 10, 2015 to Dec 26, 2015",Completed,Fall 2015,"NBCUniversal Entertainment Japan, Shueisha",Funimation,Wit Studio,Manga,R - 17+ (violence & profanity),1180,218
28929,Vampire Holmes,3.38,"Mystery, Comedy, Supernatural",Unknown,TV,12,"Apr 4, 2015 to Jun 20, 2015",Completed,Spring 2015,CUCURI,Unknown,Studio! Cucuri,Game,PG-13 - Teens 13 or older,11016,3993
28951,Beluga,4.83,"Dementia, Horror",Unknown,Movie,1,2011,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,R - 17+ (violence & profanity),10739,10699
28953,Sougiya to Inu,5.03,"Dementia, Horror",The Undertaker and the Dog,Movie,1,2010,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,10586,11501
28957,Mushishi Zoku Shou: Suzu no Shizuku,8.63,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Unknown,Movie,1,16-May-15,Incomplete,Unknown,"Aniplex, Kodansha, Delfi Sound",Unknown,Artland,Manga,PG-13 - Teens 13 or older,61,1448
28959,Kizuna (Special),5.73,"Slice of Life, Romance, Drama",Unknown,Special,1,2012,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,9069,11202
28963,Nekota no Koto ga Kininatte Shikatanai.,6.16,"School, Shoujo",Unknown,Special,1,22-Mar-15,Incomplete,Unknown,Unknown,Unknown,Unknown,Manga,G - All Ages,7530,10229
28977,Gintama°,9.1,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Gintama Season 4,TV,51,"Apr 8, 2015 to Mar 30, 2016",Completed,Spring 2015,"TV Tokyo, Aniplex, Dentsu","Funimation, Crunchyroll",Bandai Namco Pictures,Manga,PG-13 - Teens 13 or older,5,329
28979,To LOVE-Ru Darkness 2nd,7.51,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",To LOVE Ru Darkness 2,TV,12,"Jul 7, 2015 to Oct 29, 2015",Completed,Summer 2015,"TBS, Magic Capsule, Warner Bros. Japan, NBCUniversal Entertainment Japan, Shueisha",Sentai Filmworks,Xebec,Manga,R+ - Mild Nudity,1546,770
28981,Ame-iro Cocoa,4.72,"Comedy, Slice of Life",Rainy Cocoa,TV,12,"Apr 5, 2015 to Jun 21, 2015",Completed,Spring 2015,DAX Production,Funimation,EMT Squared,Digital manga,PG-13 - Teens 13 or older,10803,3390
28987,Kamakura,5.53,"Music, Dementia",Snow Hut,Movie,1,2013,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,G - All Ages,9607,13204
28991,Ninja & Soldier,5.9,Psychological,Unknown,Movie,1,2012,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,8514,12928
28993,Hand Soap,5.13,"Dementia, Psychological",Unknown,Movie,1,2008,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,R+ - Mild Nudity,10439,11328
28999,Charlotte,7.77,"Drama, School, Super Power",Charlotte,TV,13,"Jul 5, 2015 to Sep 27, 2015",Completed,Summer 2015,"Aniplex, Mainichi Broadcasting System, Movic, Visual Art's, ASCII Media Works, Tokyo MX, BS11",Aniplex of America,P.A. Works,Original,PG-13 - Teens 13 or older,877,64
29017,Wooser no Sono Higurashi: Mugen-hen,6.59,"Comedy, Fantasy, Slice of Life",Wooser's Hand-to-Mouth Life:Phantasmagoric Arc,TV,13,"Jul 3, 2015 to Sep 25, 2015",Completed,Summer 2015,Unknown,Unknown,SANZIGEN,Web manga,G - All Ages,5426,6961
29027,Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,6.98,"Action, Demons, Ecchi, Fantasy, Harem, Romance",Unknown,OVA,1,22-Jun-15,Incomplete,Unknown,Unknown,Funimation,Production IMS,Light novel,R+ - Mild Nudity,3718,1511
29035,Robot Girls Z Plus,6.27,"Comedy, Mecha, Parody",Robot Girls Z Plus,ONA,6,"May 20, 2015 to Oct 2, 2015",Completed,Unknown,"Nippon Columbia, LandQ studios",Unknown,Toei Animation,Original,PG-13 - Teens 13 or older,7021,5991
29053,Orangutan,5.13,"Kids, Music",Unknown,Music,1,7-Feb-80,Incomplete,Unknown,NHK,Unknown,Unknown,Original,G - All Ages,10444,14557
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,7.39,"Comedy, Romance, Seinen, Slice of Life",I Can't Understand What My Husband Is Saying:2nd Thread,TV,13,"Apr 3, 2015 to Jun 26, 2015",Completed,Spring 2015,"DAX Production, Dream Creation",Unknown,Seven,4-koma manga,PG-13 - Teens 13 or older,1923,939
29087,Wangpai Yushi,6.66,"Comedy, Fantasy, School, Shounen, Supernatural",Unknown,ONA,39,"Jun 27, 2014 to Jan 20, 2016",Completed,Unknown,"Tencent Animation & Comics, Studio LAN",Unknown,Haoliners Animation League,Manga,PG-13 - Teens 13 or older,5112,7867
29089,Yaoguai Mingdan,6.94,"Action, Comedy, Fantasy, Romance",Monster List,ONA,18,"Dec 13, 2014 to Sep 11, 2015",Completed,Unknown,"Tencent Animation & Comics, iQIYI",bilibili,Haoliners Animation League,Web manga,PG-13 - Teens 13 or older,3876,3551
29093,Grisaia no Meikyuu: Caprice no Mayu 0,7.91,Drama,The Labyrinth of Grisaia:The Cocoon of Caprice 0,Special,1,12-Apr-15,Incomplete,Unknown,"Frontier Works, NBCUniversal Entertainment Japan",Sentai Filmworks,8bit,Visual novel,R+ - Mild Nudity,666,844
29095,Grisaia no Rakuen,7.86,"Drama, Harem, Psychological, Romance",The Eden of Grisaia,TV,10,"Apr 19, 2015 to Jun 21, 2015",Completed,Spring 2015,"Frontier Works, AT-X, Bushiroad, NBCUniversal Entertainment Japan, i0+",Sentai Filmworks,8bit,Visual novel,R+ - Mild Nudity,723,453
29101,Grisaia no Kajitsu Specials,6.92,Ecchi,Unknown,Special,6,"Dec 25, 2014 to May 27, 2015",Completed,Unknown,Unknown,Unknown,8bit,Visual novel,R+ - Mild Nudity,3929,1958
29105,Aruite Mikka!,4.43,"Music, Comedy, Kids",Unknown,Music,1,1-Dec-99,Incomplete,Unknown,NHK,Unknown,Polygon Pictures,Original,G - All Ages,10947,12539
29107,Banana Mura ni Ame ga Furu,4.77,"Music, Kids",Unknown,Music,1,3-Aug-87,Incomplete,Unknown,NHK,Unknown,Unknown,Original,G - All Ages,10788,13356
29123,World Calling,6.07,Music,Unknown,Music,1,2-Nov-12,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,7927,9647
29129,Ookami Shoujo to Kuro Ouji Recap,6.82,"Comedy, Romance, School, Shoujo",Unknown,Special,1,28-Dec-14,Incomplete,Unknown,VAP,Unknown,TYO Animations,Manga,PG-13 - Teens 13 or older,4360,4383
29135,Chiisana Teien,6.05,"Adventure, Fantasy",The Small Garden,Movie,1,10-Dec-14,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,8018,12806
29141,Atama wa Tsukaiyou. Card mo Tsukaiyou.,5.48,Comedy,Unknown,Special,1,1-Sep-14,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,9715,12267
29153,Usagi to Kame (Music),5.34,Music,Unknown,Music,1,19-Oct-11,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,10055,14411
29163,Sore ga Seiyuu!,7.05,"Slice of Life, Comedy",Seiyu's Life!,TV,13,"Jul 7, 2015 to Sep 29, 2015",Completed,Summer 2015,Evil Line Records,Funimation,Gonzo,Web manga,PG-13 - Teens 13 or older,3441,2414
29165,Daitoshokan no Hitsujikai Picture Drama,6.31,"Ecchi, Comedy",Unknown,Special,6,"Dec 25, 2014 to May 28, 2015",Completed,Unknown,Hoods Entertainment,Unknown,Unknown,Visual novel,PG-13 - Teens 13 or older,6803,5984
29173,Tensai Banpaku Opening,5.27,Dementia,Unknown,ONA,1,29-Dec-14,Incomplete,Unknown,Mirai Film,Unknown,Unknown,Unknown,G - All Ages,10197,11904
29223,Aldnoah.Zero Extra Archives,6.66,"Action, Sci-Fi, Mecha",Unknown,Special,1,4-Jan-15,Incomplete,Unknown,Aniplex,Unknown,"A-1 Pictures, TROYCA",Original,R - 17+ (violence & profanity),5068,4413
29231,Fushigiboshi no☆Futagohime Gyu! Recap,6.38,"Comedy, Magic, Shoujo",Unknown,OVA,1,25-Aug-06,Incomplete,Unknown,"Hal Film Maker, Nihon Ad Systems",Unknown,Unknown,Unknown,G - All Ages,6488,11762
29235,Ninja Hattori-kun Plus Perman: Chounouryoku Wars,6.15,"Adventure, Martial Arts, Super Power",Unknown,Movie,1,17-Mar-84,Incomplete,Unknown,Unknown,Unknown,Shin-Ei Animation,Unknown,PG - Children,7543,12384
29255,Koukaku Kidoutai Arise [.jp],6.35,Action,Unknown,Special,1,14-Nov-13,Incomplete,Unknown,Unknown,Unknown,Production I.G,Unknown,R - 17+ (violence & profanity),6654,6894
29291,Behind a Smile,5.81,"Action, Demons, Music",Unknown,Music,1,16-Jun-10,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,R - 17+ (violence & profanity),8784,11078
29293,Isu,4.58,Dementia,The Chair,Movie,1,1964,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,10903,11318
29301,Kurage no Shokudou,6.26,"Slice of Life, Drama",Unknown,OVA,1,9-Mar-16,Incomplete,Unknown,"Starchild Records, Grooove",Unknown,Zexcs,Light novel,PG-13 - Teens 13 or older,7066,4420
29311,Shousei Shikisai Gensou,4.69,Music,Begone Bell Care; Begone Dull Care,Movie,1,2014,Incomplete,Unknown,"Yamamura Animation, Inc.",Unknown,Unknown,Unknown,G - All Ages,10848,12243
29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,7.06,"Harem, Comedy, Romance, Ecchi",Unknown,Special,1,9-Jan-15,Incomplete,Unknown,Aniplex,Unknown,A-1 Pictures,Light novel,PG-13 - Teens 13 or older,3409,1479
29323,"Oyaji no, Imo no Kamisama.",5.86,Slice of Life,Unknown,Special,1,31-Dec-14,Incomplete,Unknown,Trash Studio,Unknown,Unknown,Unknown,G - All Ages,8671,12636
29325,Koukaku Kidoutai Arise: Alternative Architecture,7.26,"Sci-Fi, Police, Psychological, Mecha",Ghost in the Shell:Arise - Alternative Architecture,TV,10,"Apr 5, 2015 to Jun 14, 2015",Completed,Spring 2015,TOHO animation,Funimation,Production I.G,Manga,R - 17+ (violence & profanity),2532,2650
29347,20-dai no Heya-hen,5.12,Slice of Life,Unknown,Special,1,7-Jan-15,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,G - All Ages,10462,9348
29353,Kimi wa Tomodachi,5.42,"Adventure, Fantasy, Music",Unknown,Music,1,2004,Incomplete,Unknown,Unknown,Unknown,Unknown,Music,G - All Ages,9884,14256
29377,Pulsar,5.47,"Dementia, Music",Pulsar,Movie,1,1990,Incomplete,Unknown,NHK,Unknown,Unknown,Unknown,G - All Ages,9773,13125
29391,Pinky Wakuwaku Tabi Stroll,5.13,Slice of Life,Unknown,ONA,7,"Dec 1, 2000 to Dec 25, 2000",Completed,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,10446,13909
29413,Dog Days Recap,6.51,"Action, Adventure, Fantasy, Magic",Unknown,Special,1,11-Jan-15,Incomplete,Unknown,Aniplex,Unknown,Seven Arcs,Unknown,PG-13 - Teens 13 or older,5858,6668
29419,Pokemon XY: New Year's Eve 2014 Super Mega Special,6.33,"Action, Adventure, Comedy, Fantasy, Kids",Unknown,Special,1,31-Dec-14,Incomplete,Unknown,TV Tokyo,Unknown,OLM,Unknown,PG - Children,6709,7801
29437,Detective Conan: Happy New Year Special,7.01,"Action, Police, Comedy, Mystery, Shounen",Unknown,Special,1,3-Jan-15,Incomplete,Unknown,Unknown,Unknown,TMS Entertainment,Unknown,PG-13 - Teens 13 or older,3611,7719
29451,Hoshi Uranai Kirakira,5.42,"Music, Kids",Unknown,Music,1,1-Dec-83,Incomplete,Unknown,NHK,Unknown,Unknown,Original,G - All Ages,9862,14496
